id,target_date,target_mood,mood_day5,app_usage_day5,mood_day4,app_usage_day4,mood_day3,app_usage_day3,mood_day2,app_usage_day2,mood_day1,app_usage_day1,mood_ma3,mood_ma5,mood_trend,mood_volatility,screen_day5,screen_day4,screen_day3,screen_day2,screen_day1
AS14.01,2014-03-31,7.513409961685824,7.630252100840337,468.3461596638656,7.8816793893129775,536.8137022900763,6.296407185628743,561.6882110584025,7.0,352.4149230769231,6.696132596685083,328.5236445672191,7.269446225260686,7.100894254493428,0.2749918397623494,0.5849882478197757,27.982865559954643,58.8291717431017,41.94053293630751,61.4874418162735,39.73906811868727
AS14.01,2014-04-01,6.198044009779951,7.513409961685824,378.5254233716475,7.630252100840337,468.3461596638656,7.8816793893129775,536.8137022900763,6.296407185628743,561.6882110584025,7.0,352.4149230769231,7.675113817279713,7.264349727493576,0.2360664838583246,0.5628152452122149,53.06079501256176,27.982865559954643,58.8291717431017,41.94053293630751,61.4874418162735
AS14.01,2014-04-02,6.119109947643979,6.198044009779951,397.6709816625917,7.513409961685824,378.5254233716475,7.630252100840337,468.3461596638656,7.8816793893129775,536.8137022900763,6.296407185628743,561.6882110584025,7.113902024102038,7.103958529449566,-0.05649957793247289,0.710254239602877,55.4358704244595,53.06079501256176,27.982865559954643,58.8291717431017,41.94053293630751
AS14.01,2014-04-03,6.40491452991453,6.119109947643979,428.301527486911,6.198044009779951,397.6709816625917,7.513409961685824,378.5254233716475,7.630252100840337,468.3461596638656,7.8816793893129775,536.8137022900763,6.610187973036585,7.0684990818526146,-0.49573469743983756,0.7528354559168369,54.77256676757521,55.4358704244595,53.06079501256176,27.982865559954643,58.8291717431017
AS14.01,2014-04-04,6.098696461824954,6.40491452991453,427.9107158119659,6.119109947643979,428.301527486911,6.198044009779951,397.6709816625917,7.513409961685824,378.5254233716475,7.630252100840337,468.3461596638656,6.240689495779487,6.773146109972925,-0.38449751558934603,0.6598062554365896,52.98999573226667,54.77256676757521,55.4358704244595,53.06079501256176,27.982865559954643
AS14.01,2014-04-05,6.866141732283465,6.098696461824954,366.58776536312854,6.40491452991453,427.9107158119659,6.119109947643979,428.301527486911,6.198044009779951,397.6709816625917,7.513409961685824,378.5254233716475,6.207573646461154,6.466834982169848,-0.26225564795871603,0.5343857383561839,51.666024195193366,52.98999573226667,54.77256676757521,55.4358704244595,53.06079501256176
AS14.01,2014-04-06,6.643312101910828,6.866141732283465,396.56577559055125,6.098696461824954,366.58776536312854,6.40491452991453,427.9107158119659,6.119109947643979,428.301527486911,6.198044009779951,397.6709816625917,6.456584241340983,6.337381336289376,0.13157819591880035,0.28571875947200914,48.699271659212776,51.666024195193366,52.98999573226667,54.77256676757521,55.4358704244595
AS14.01,2014-04-07,6.560283687943262,6.643312101910828,408.846898089172,6.866141732283465,396.56577559055125,6.098696461824954,366.58776536312854,6.40491452991453,427.9107158119659,6.119109947643979,428.301527486911,6.5360500986730825,6.4264349547155515,0.15096315109026365,0.29755740810542053,49.908789804027364,48.699271659212776,51.666024195193366,52.98999573226667,54.77256676757521
AS14.01,2014-04-08,6.322683706070287,6.560283687943262,322.6033475177305,6.643312101910828,408.846898089172,6.866141732283465,396.56577559055125,6.098696461824954,366.58776536312854,6.40491452991453,427.9107158119659,6.6899125073791845,6.514669702775407,0.0855353956143339,0.2558288588808027,49.980624132404365,49.908789804027364,48.699271659212776,51.666024195193366,52.98999573226667
AS14.01,2014-04-09,7.1474878444084275,6.322683706070287,339.17315335463263,6.560283687943262,322.6033475177305,6.643312101910828,408.846898089172,6.866141732283465,396.56577559055125,6.098696461824954,366.58776536312854,6.508759831974793,6.498223538006559,0.014211644415046938,0.2648403551063867,48.247691699872,49.980624132404365,49.908789804027364,48.699271659212776,51.666024195193366
AS14.01,2014-04-10,7.23121387283237,7.1474878444084275,327.14477795786064,6.322683706070287,339.17315335463263,6.560283687943262,322.6033475177305,6.643312101910828,408.846898089172,6.866141732283465,396.56577559055125,6.676818412807326,6.7079818145232535,0.024206382840939455,0.280225498694673,57.37604376794453,48.247691699872,49.980624132404365,49.908789804027364,48.699271659212776
AS14.01,2014-04-11,7.289655172413793,7.23121387283237,281.9340520231214,7.1474878444084275,327.14477795786064,6.322683706070287,339.17315335463263,6.560283687943262,322.6033475177305,6.643312101910828,408.846898089172,6.900461807770362,6.780996242633035,0.17630076983082568,0.3506375177555524,50.02103467139209,57.37604376794453,48.247691699872,49.980624132404365,49.908789804027364
AS14.01,2014-04-12,7.214634146341464,7.289655172413793,261.29645977011495,7.23121387283237,281.9340520231214,7.1474878444084275,327.14477795786064,6.322683706070287,339.17315335463263,6.560283687943262,322.6033475177305,7.222785629884863,6.910264856733629,0.23672731357031507,0.39267249854572966,49.12904827348115,50.02103467139209,57.37604376794453,48.247691699872,49.980624132404365
AS14.01,2014-04-13,8.0,7.214634146341464,233.49422439024391,7.289655172413793,261.29645977011495,7.23121387283237,281.9340520231214,7.1474878444084275,327.14477795786064,6.322683706070287,339.17315335463263,7.245167730529208,7.0411349484132675,0.19260682085477265,0.36207109717237884,74.35111221918245,49.12904827348115,50.02103467139209,57.37604376794453,48.247691699872
AS14.01,2014-04-14,7.3853754940711465,8.0,202.86786705202312,7.214634146341464,233.49422439024391,7.289655172413793,261.29645977011495,7.23121387283237,281.9340520231214,7.1474878444084275,327.14477795786064,7.501429772918418,7.376598207199211,0.16884445846922433,0.3149760011784651,63.70773407351767,74.35111221918245,49.12904827348115,50.02103467139209,57.37604376794453
AS14.01,2014-04-15,6.4105090311986865,7.3853754940711465,253.67333201581025,8.0,202.86786705202312,7.214634146341464,233.49422439024391,7.289655172413793,261.29645977011495,7.23121387283237,281.9340520231214,7.533336546804203,7.424175737131755,0.10186680700637646,0.29404652089292926,50.796486151548265,63.70773407351767,74.35111221918245,49.12904827348115,50.02103467139209
AS14.01,2014-04-16,6.942196531791907,6.4105090311986865,248.28474220032837,7.3853754940711465,253.67333201581025,8.0,202.86786705202312,7.214634146341464,233.49422439024391,7.289655172413793,261.29645977011495,7.265294841756611,7.260034768805018,-0.1587550934700522,0.5075217048507953,51.12026269643375,50.796486151548265,63.70773407351767,74.35111221918245,49.12904827348115
AS14.01,2014-04-17,6.705722070844686,6.942196531791907,219.58698651252405,6.4105090311986865,248.28474220032837,7.3853754940711465,253.67333201581025,8.0,202.86786705202312,7.214634146341464,233.49422439024391,6.912693685687247,7.19054304068064,-0.21343661979004297,0.5222814719444645,53.36668400084581,51.12026269643375,50.796486151548265,63.70773407351767,74.35111221918245
AS14.01,2014-04-18,6.973134328358209,6.705722070844686,221.28289373297002,6.942196531791907,219.58698651252405,6.4105090311986865,248.28474220032837,7.3853754940711465,253.67333201581025,8.0,202.86786705202312,6.6861425446117595,7.088760625581285,-0.30317348205898664,0.5561586771751044,60.77226976542773,53.36668400084581,51.12026269643375,50.796486151548265,63.70773407351767
AS14.01,2014-04-19,7.86060606060606,6.973134328358209,231.1297044776119,6.705722070844686,221.28289373297002,6.942196531791907,219.58698651252405,6.4105090311986865,248.28474220032837,7.3853754940711465,253.67333201581025,6.873684310331601,6.883387491252927,-0.05292692917798683,0.32208197484027234,40.9400865633096,60.77226976542773,53.36668400084581,51.12026269643375,50.796486151548265
AS14.01,2014-04-20,7.420634920634921,7.86060606060606,308.9381,6.973134328358209,231.1297044776119,6.705722070844686,221.28289373297002,6.942196531791907,219.58698651252405,6.4105090311986865,248.28474220032837,7.179820819936318,6.9784336045599105,0.2931131855381053,0.48507305668865797,65.76464847940389,40.9400865633096,60.77226976542773,53.36668400084581,51.12026269643375
AS14.01,2014-04-21,7.513833992094861,7.420634920634921,309.27610582010584,7.86060606060606,308.9381,6.973134328358209,231.1297044776119,6.705722070844686,221.28289373297002,6.942196531791907,219.58698651252405,7.41812510319973,7.180458782447157,0.2111760767447403,0.41119634532312305,65.56525131886599,65.76464847940389,40.9400865633096,60.77226976542773,53.36668400084581
AS14.01,2014-04-22,7.343239227340267,7.513833992094861,255.0843280632411,7.420634920634921,309.27610582010584,7.86060606060606,308.9381,6.973134328358209,231.1297044776119,6.705722070844686,221.28289373297002,7.5983583244452815,7.294786274507747,0.20637244347770647,0.40851644401455595,46.77985768732816,65.56525131886599,65.76464847940389,40.9400865633096,60.77226976542773
AS14.01,2014-04-23,7.586558044806518,7.343239227340267,274.2111233283804,7.513833992094861,255.0843280632411,7.420634920634921,309.27610582010584,7.86060606060606,308.9381,6.973134328358209,231.1297044776119,7.425902713356684,7.422289705806864,0.03934377294529285,0.2858299679135275,49.43542940053332,46.77985768732816,65.56525131886599,65.76464847940389,40.9400865633096
AS14.01,2014-04-24,7.7936507936507935,7.586558044806518,285.5368920570265,7.343239227340267,274.2111233283804,7.513833992094861,255.0843280632411,7.420634920634921,309.27610582010584,7.86060606060606,308.9381,7.4812104214138815,7.544974449096526,-0.06254917248937268,0.17803351129135855,47.67884725174447,49.43542940053332,46.77985768732816,65.56525131886599,65.76464847940389
AS14.01,2014-04-25,7.29637526652452,7.7936507936507935,270.90911507936505,7.586558044806518,285.5368920570265,7.343239227340267,274.2111233283804,7.513833992094861,255.0843280632411,7.420634920634921,309.27610582010584,7.574482688599193,7.531583395705472,0.08187557987434091,0.1547899637029535,68.59210318137727,47.67884725174447,49.43542940053332,46.77985768732816,65.56525131886599
AS14.01,2014-04-26,7.491166077738516,7.29637526652452,260.3106801705757,7.7936507936507935,270.90911507936505,7.586558044806518,285.5368920570265,7.343239227340267,274.2111233283804,7.513833992094861,255.0843280632411,7.558861368327277,7.506731464883392,0.0015494115169845263,0.1787315707423866,34.029083147231965,68.59210318137727,47.67884725174447,49.43542940053332,46.77985768732816
AS14.01,2014-04-27,7.605769230769231,7.491166077738516,238.11972084805655,7.29637526652452,260.3106801705757,7.7936507936507935,270.90911507936505,7.586558044806518,285.5368920570265,7.343239227340267,274.2111233283804,7.527064045971277,7.502197882012124,0.0005670922514506711,0.17878139747531377,64.38088338787902,34.029083147231965,68.59210318137727,47.67884725174447,49.43542940053332
AS14.01,2014-04-28,7.594900849858357,7.605769230769231,262.5376153846154,7.491166077738516,238.11972084805655,7.29637526652452,260.3106801705757,7.7936507936507935,270.90911507936505,7.586558044806518,285.5368920570265,7.464436858344089,7.5547038826979165,-0.026406234398684846,0.16216578570359932,47.31339422212198,64.38088338787902,34.029083147231965,68.59210318137727,47.67884725174447
AS14.01,2014-04-29,6.8652291105121295,7.594900849858357,353.0712294617564,7.605769230769231,262.5376153846154,7.491166077738516,238.11972084805655,7.29637526652452,260.3106801705757,7.7936507936507935,270.90911507936505,7.563945386122033,7.556372443708284,-0.008810592334015746,0.16252747356084654,72.45197734616626,47.31339422212198,64.38088338787902,34.029083147231965,68.59210318137727
AS14.01,2014-04-30,7.548387096774194,6.8652291105121295,329.1293800539084,7.594900849858357,353.0712294617564,7.605769230769231,262.5376153846154,7.491166077738516,238.11972084805655,7.29637526652452,260.3106801705757,7.3552997303799055,7.370688107080551,-0.0758557539904937,0.27606543631392977,48.2134851657477,72.45197734616626,47.31339422212198,64.38088338787902,34.029083147231965
AS14.01,2014-05-01,8.0,7.548387096774194,205.98602481389577,6.8652291105121295,329.1293800539084,7.594900849858357,353.0712294617564,7.605769230769231,262.5376153846154,7.491166077738516,238.11972084805655,7.33617235238156,7.421090473130485,-0.06260980821857388,0.2808605226034729,54.43643671998904,48.2134851657477,72.45197734616626,47.31339422212198,64.38088338787902
AS14.01,2014-05-02,7.744186046511628,8.0,224.02812626995643,7.548387096774194,205.98602481389577,6.8652291105121295,329.1293800539084,7.594900849858357,353.0712294617564,7.605769230769231,262.5376153846154,7.471205402428775,7.522857257582783,0.07419477853773769,0.36683958991248,53.043687950544,54.43643671998904,48.2134851657477,72.45197734616626,47.31339422212198
AS14.01,2014-05-03,7.942748091603053,7.744186046511628,237.68631162790697,8.0,224.02812626995643,7.548387096774194,205.98602481389577,6.8652291105121295,329.1293800539084,7.594900849858357,353.0712294617564,7.7641910477619405,7.550540620731262,0.14333412827944184,0.37713038015274475,49.8642209391261,53.043687950544,54.43643671998904,48.2134851657477,72.45197734616626
AS14.01,2014-05-04,8.0,7.942748091603053,262.66534351145043,7.744186046511628,237.68631162790697,8.0,224.02812626995643,7.548387096774194,205.98602481389577,6.8652291105121295,329.1293800539084,7.895644712704894,7.620110069080201,0.23508369119192896,0.4095841666208128,52.231118334158666,49.8642209391261,53.043687950544,54.43643671998904,48.2134851657477
AS14.01,2014-05-05,8.0,8.0,370.0636536796537,7.942748091603053,262.66534351145043,7.744186046511628,237.68631162790697,8.0,224.02812626995643,7.548387096774194,205.98602481389577,7.895644712704893,7.847064246977775,0.08459738980546676,0.17648005633051544,26.652779214825973,52.231118334158666,49.8642209391261,53.043687950544,54.43643671998904
AS14.02,2014-03-16,6.25,,46.79208011487423,,42.77276971141902,,0.0,,0.0,,0.0,,,,,23.970570814635504,30.21716293190304,,,
AS14.02,2014-03-17,6.72,6.25,81.21852923076924,,46.79208011487423,,42.77276971141902,,0.0,,0.0,,,,,28.27837537838862,23.970570814635504,30.21716293190304,,
AS14.02,2014-03-18,7.8087318087318085,6.72,111.17347466666666,6.25,81.21852923076924,,46.79208011487423,,42.77276971141902,,0.0,,,,,41.23549334971109,28.27837537838862,23.970570814635504,30.21716293190304,
AS14.02,2014-03-19,6.67337807606264,7.8087318087318085,59.91682536382537,6.72,111.17347466666666,6.25,81.21852923076924,,46.79208011487423,,42.77276971141902,6.926243936243935,,,,27.814451151726896,41.23549334971109,28.27837537838862,23.970570814635504,30.21716293190304
AS14.02,2014-03-20,6.858942065491184,6.67337807606264,69.72592170022371,7.8087318087318085,59.91682536382537,6.72,111.17347466666666,6.25,81.21852923076924,,46.79208011487423,7.06736996159815,,,,33.56357046955117,27.814451151726896,41.23549334971109,28.27837537838862,23.970570814635504
AS14.02,2014-03-21,7.357466063348416,6.858942065491184,67.60778589420654,6.67337807606264,69.72592170022371,7.8087318087318085,59.91682536382537,6.72,111.17347466666666,6.25,81.21852923076924,7.113683983428544,6.862210390057126,0.11712622070450203,0.5150915408930751,44.201158690512656,33.56357046955117,27.814451151726896,41.23549334971109,28.27837537838862
AS14.02,2014-03-22,7.069551777434312,7.357466063348416,86.790185520362,6.858942065491184,67.60778589420654,6.67337807606264,69.72592170022371,7.8087318087318085,59.91682536382537,6.72,111.17347466666666,6.963262068300747,7.08370360272681,0.03251423834562154,0.4362973484763882,37.112199090185214,44.201158690512656,33.56357046955117,27.814451151726896,41.23549334971109
AS14.02,2014-03-23,6.28009828009828,7.069551777434312,64.16313755795983,7.357466063348416,86.790185520362,6.858942065491184,67.60778589420654,6.67337807606264,69.72592170022371,7.8087318087318085,59.91682536382537,7.095319968757971,7.153613958213671,-0.07942720753092143,0.39881312815372194,35.86662907725692,37.112199090185214,44.201158690512656,33.56357046955117,27.814451151726896
AS14.02,2014-03-24,6.15,6.28009828009828,76.47849877149878,7.069551777434312,64.16313755795983,7.357466063348416,86.790185520362,6.858942065491184,67.60778589420654,6.67337807606264,69.72592170022371,6.9023720402936695,6.847887252486967,-0.05759498799855835,0.3638037121339353,33.88496315039932,35.86662907725692,37.112199090185214,44.201158690512656,33.56357046955117
AS14.02,2014-03-25,7.8961625282167045,6.15,73.48399062499999,6.28009828009828,76.47849877149878,7.069551777434312,64.16313755795983,7.357466063348416,86.790185520362,6.858942065491184,67.60778589420654,6.499883352510864,6.743211637274439,-0.24952519142324983,0.4612101358901515,19.291759356111292,33.88496315039932,35.86662907725692,37.112199090185214,44.201158690512656
AS14.02,2014-03-26,7.328703703703703,7.8961625282167045,67.60755756207675,6.15,73.48399062499999,6.28009828009828,76.47849877149878,7.069551777434312,64.16313755795983,7.357466063348416,86.790185520362,6.775420269438328,6.950655729819543,0.015784115230227692,0.6579226268322264,25.566697516236836,19.291759356111292,33.88496315039932,35.86662907725692,37.112199090185214
AS14.02,2014-03-27,7.810933940774487,7.328703703703703,87.84165277777777,7.8961625282167045,67.60755756207675,6.15,73.48399062499999,6.28009828009828,76.47849877149878,7.069551777434312,64.16313755795983,7.124955410640136,6.9449032578906,0.21343681006572135,0.6544571923227163,30.872467595669953,25.566697516236836,19.291759356111292,33.88496315039932,35.86662907725692
AS14.02,2014-03-28,6.8880952380952385,7.810933940774487,86.63433405674053,7.328703703703703,87.84165277777777,7.8961625282167045,67.60755756207675,6.15,73.48399062499999,6.28009828009828,76.47849877149878,7.678600057564965,7.093179690558635,0.4240375025056126,0.7437894151926021,24.658061492415936,30.872467595669953,25.566697516236836,19.291759356111292,33.88496315039932
AS14.02,2014-03-29,6.378640776699029,6.8880952380952385,68.01109047619047,7.810933940774487,86.63433405674053,7.328703703703703,87.84165277777777,7.8961625282167045,67.60755756207675,6.15,73.48399062499999,7.342577627524476,7.214779082158026,0.1390961888748263,0.643916091301043,31.205566663969126,24.658061492415936,30.872467595669953,25.566697516236836,19.291759356111292
AS14.02,2014-03-30,6.589341692789969,6.378640776699029,113.27601941747572,6.8880952380952385,68.01109047619047,7.810933940774487,86.63433405674053,7.328703703703703,87.84165277777777,7.8961625282167045,67.60755756207675,7.025889985189585,7.260507237497833,-0.34756519686438014,0.5706237138925639,31.65777911433896,31.205566663969126,24.658061492415936,30.872467595669953,25.566697516236836
AS14.02,2014-03-31,6.896703296703297,6.589341692789969,75.71465517241379,6.378640776699029,113.27601941747572,6.8880952380952385,68.01109047619047,7.810933940774487,86.63433405674053,7.328703703703703,87.84165277777777,6.618692569194746,6.999143070412485,-0.2911017185902915,0.5163151198416984,23.240501557024288,31.65777911433896,31.205566663969126,24.658061492415936,30.872467595669953
AS14.02,2014-04-01,7.4054726368159205,6.896703296703297,58.537575824175825,6.589341692789969,75.71465517241379,6.378640776699029,113.27601941747572,6.8880952380952385,68.01109047619047,7.810933940774487,86.63433405674053,6.621561922064099,6.912742989012403,-0.2127214833447641,0.48938028991333815,27.0118813090272,23.240501557024288,31.65777911433896,31.205566663969126,24.658061492415936
AS14.02,2014-04-02,6.687898089171974,7.4054726368159205,65.12026616915423,6.896703296703297,58.537575824175825,6.589341692789969,75.71465517241379,6.378640776699029,113.27601941747572,6.8880952380952385,68.01109047619047,6.96383920876973,6.8316507282206915,0.15528173174456328,0.34658940750520906,21.9725920193231,27.0118813090272,23.240501557024288,31.65777911433896,31.205566663969126
AS14.02,2014-04-03,6.2615384615384615,6.687898089171974,78.01386624203822,7.4054726368159205,65.12026616915423,6.896703296703297,58.537575824175825,6.589341692789969,75.71465517241379,6.378640776699029,113.27601941747572,6.996691340897065,6.791611298436038,0.1434645568971846,0.34930907398037947,27.155055219706963,21.9725920193231,27.0118813090272,23.240501557024288,31.65777911433896
AS14.02,2014-04-04,6.438642297650131,6.2615384615384615,63.76915961538462,6.687898089171974,78.01386624203822,7.4054726368159205,65.12026616915423,6.896703296703297,58.537575824175825,6.589341692789969,75.71465517241379,6.784969729175452,6.768190835403925,-0.08644116700343364,0.3788862932265737,30.141709622511502,27.155055219706963,21.9725920193231,27.0118813090272,23.240501557024288
AS14.02,2014-04-05,7.255681818181818,6.438642297650131,60.17716710182768,6.2615384615384615,63.76915961538462,6.687898089171974,78.01386624203822,7.4054726368159205,65.12026616915423,6.896703296703297,58.537575824175825,6.462692949453523,6.738050956375957,-0.2060056173383791,0.39745371487952647,28.12821671483411,30.141709622511502,27.155055219706963,21.9725920193231,27.0118813090272
AS14.02,2014-04-06,4.528225806451613,7.255681818181818,80.73433901515152,6.438642297650131,60.17716710182768,6.2615384615384615,63.76915961538462,6.687898089171974,78.01386624203822,7.4054726368159205,65.12026616915423,6.651954192456803,6.809846660671662,-0.05488374287900445,0.4487416418349505,28.269589015028696,28.12821671483411,30.141709622511502,27.155055219706963,21.9725920193231
AS14.02,2014-04-07,6.451948051948052,4.528225806451613,82.37342338709676,7.255681818181818,80.73433901515152,6.438642297650131,60.17716710182768,6.2615384615384615,63.76915961538462,6.687898089171974,78.01386624203822,6.074183307427854,6.234397294598799,-0.33252012087973587,0.9167506596637239,38.203338695149256,28.269589015028696,28.12821671483411,30.141709622511502,27.155055219706963
AS14.02,2014-04-08,6.734204793028322,6.451948051948052,113.41014285714286,4.528225806451613,82.37342338709676,7.255681818181818,80.73433901515152,6.438642297650131,60.17716710182768,6.2615384615384615,63.76915961538462,6.078618558860494,6.187207287154015,-0.15295973103793256,0.8980745778943866,33.50527271976719,38.203338695149256,28.269589015028696,28.12821671483411,30.141709622511502
AS14.02,2014-04-09,6.832608695652174,6.734204793028322,111.64531590413944,6.451948051948052,113.41014285714286,4.528225806451613,82.37342338709676,7.255681818181818,80.73433901515152,6.438642297650131,60.17716710182768,5.904792883809328,6.2817405534519875,-0.02126087754773849,0.92538512988522,31.34035511993377,33.50527271976719,38.203338695149256,28.269589015028696,28.12821671483411
AS14.02,2014-04-10,7.23110151187905,6.832608695652174,98.19161739130435,6.734204793028322,111.64531590413944,6.451948051948052,113.41014285714286,4.528225806451613,82.37342338709676,7.255681818181818,80.73433901515152,6.672920513542849,6.360533833052395,0.13598327415174224,0.9517860937491314,30.9136934891991,31.34035511993377,33.50527271976719,38.203338695149256,28.269589015028696
